id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
381622,Female,56,1,46,1,3,2,22581,152,38,0
381623,Female,42,1,41,0,3,1,19961,29,283,0
381624,Male,23,1,28,1,1,2,34672,152,195,0
381625,Male,25,1,8,1,1,2,43308,152,254,0
381626,Male,42,1,28,1,3,2,59252,26,148,0
381627,Female,26,1,29,1,1,2,26785,152,250,0
381628,Female,57,1,28,0,2,1,39481,122,193,0
381629,Male,42,1,36,0,3,1,35633,124,50,0
381630,Female,24,1,15,0,1,1,37250,152,282,0
381631,Female,21,1,15,1,1,2,39309,160,30,0
381632,Female,26,1,28,0,1,1,41579,26,213,0
381633,Male,51,1,28,0,2,1,54566,124,39,0
381634,Female,29,1,16,1,1,2,32682,152,220,0
381635,Male,44,1,24,0,3,1,34854,26,24,0
381636,Male,44,1,31,0,2,1,2630,124,227,0
381637,Male,53,1,28,1,3,2,2630,124,212,0
381638,Female,26,1,28,1,1,2,41675,152,33,0
381639,Male,23,1,7,0,1,1,39758,152,91,0
381640,Female,27,1,28,0,1,1,39203,152,114,0
381641,Female,35,1,41,0,3,1,2630,156,57,0
381642,Female,28,1,28,1,1,2,39804,152,244,0
381643,Female,31,1,18,1,1,2,35596,152,232,0
381644,Male,23,1,45,1,1,2,28221,151,286,0
381645,Female,23,1,36,0,1,1,30863,151,58,0
381646,Male,38,1,8,0,3,1,26039,7,152,0
381647,Male,49,1,28,0,3,1,38027,122,46,0
381648,Female,44,1,28,0,3,1,31338,122,280,0
381649,Female,24,1,45,0,1,2,25295,152,177,0
381650,Female,43,1,28,0,3,2,41129,124,145,0
381651,Male,25,1,2,1,1,2,32706,152,227,0
381652,Female,51,1,28,1,3,2,56262,124,101,0
381653,Female,25,1,15,0,1,1,80582,152,184,0
381654,Male,48,1,28,0,3,1,40256,26,212,0
381655,Female,21,1,50,1,1,2,40034,152,24,0
381656,Male,57,1,28,0,3,1,50303,26,102,0
381657,Male,55,1,36,0,3,1,2630,26,234,0
381658,Male,26,1,6,1,1,2,19954,152,104,0
381659,Female,23,1,29,1,1,2,24571,152,163,0
381660,Female,26,1,28,1,1,2,68235,152,64,0
381661,Female,36,1,12,1,3,2,25676,124,240,0
381662,Male,25,1,41,1,1,2,2630,152,59,0
381663,Male,70,1,52,0,3,2,41402,26,17,0
381664,Female,73,1,28,0,3,1,51425,26,226,0
381665,Male,37,1,15,0,3,1,34667,124,105,0
381666,Female,27,1,39,0,1,2,2630,1,191,0
381667,Female,24,1,22,0,1,1,30633,152,142,0
381668,Male,67,1,28,0,1,1,50898,26,95,0
381669,Male,79,1,31,1,3,2,2630,122,21,0
381670,Female,45,1,28,0,3,1,2630,26,158,0
381671,Male,23,1,49,0,1,1,22130,152,28,0
381672,Female,39,1,28,0,3,1,2630,26,169,0
381673,Female,35,1,41,0,3,1,27214,156,270,0
381674,Male,55,1,8,0,3,2,39282,7,216,0
381675,Male,20,1,36,0,1,2,2630,160,95,0
381676,Male,35,1,46,0,3,1,2630,124,32,0
381677,Female,51,1,8,0,2,1,2630,157,232,0
381678,Male,26,1,8,1,1,2,28019,152,42,0
381679,Male,24,1,15,1,1,2,31473,160,48,0
381680,Male,66,1,28,1,3,2,31378,124,116,0
381681,Male,45,1,7,0,2,1,2630,26,77,0
381682,Female,44,1,48,0,3,1,2630,26,42,0
381683,Male,47,1,46,0,2,1,21390,26,273,0
381684,Female,25,1,34,1,1,2,34115,152,106,0
381685,Male,41,1,29,0,3,1,34119,52,52,0
381686,Female,21,1,47,1,1,2,35490,152,236,0
381687,Male,60,1,26,0,3,1,2630,26,149,0
381688,Male,33,1,46,1,1,2,36475,152,15,0
381689,Male,36,1,28,0,3,1,45767,156,102,0
381690,Male,47,1,28,0,3,1,60413,124,298,0
381691,Female,34,1,26,0,3,2,24979,152,171,0
381692,Female,29,1,28,1,1,2,44991,152,265,0
381693,Female,37,1,28,0,3,1,47081,156,67,0
381694,Female,24,1,15,1,1,2,34475,152,142,0
381695,Male,64,1,15,1,3,2,2630,26,135,0
381696,Female,26,1,12,1,1,2,32793,152,196,0
381697,Male,74,1,28,0,2,1,53297,26,68,0
381698,Female,22,1,15,0,1,2,42115,152,53,0
381699,Female,25,1,3,0,1,1,21416,152,224,0
381700,Male,80,1,28,1,3,2,37481,122,208,0
381701,Male,32,1,20,0,1,1,2630,124,224,0
381702,Female,47,1,28,0,3,1,2630,124,226,0
381703,Male,35,1,14,1,3,2,22667,152,56,0
381704,Male,24,1,12,1,1,2,35006,152,40,0
381705,Female,69,1,28,0,2,1,53861,124,30,0
381706,Male,21,1,36,0,1,1,32856,152,183,0
381707,Male,22,1,41,1,1,2,48528,152,34,0
381708,Male,44,1,48,1,3,2,2630,15,104,0
381709,Female,31,1,27,1,1,2,2630,152,94,0
381710,Male,44,1,2,0,3,1,31999,26,34,0
381711,Female,21,1,15,1,1,2,35703,160,169,0
381712,Male,21,1,8,0,1,1,52202,160,162,0
381713,Female,64,1,28,0,3,2,35600,26,51,0
381714,Female,42,1,15,1,3,2,30693,152,247,0
381715,Male,46,1,48,0,3,1,2630,124,280,0
381716,Male,23,1,4,0,1,1,27370,152,87,0
381717,Female,53,1,28,1,3,2,39993,26,28,0
381718,Female,44,1,28,0,3,1,35956,124,263,0
381719,Female,25,1,28,1,1,2,24640,152,182,0
381720,Male,35,1,28,1,3,2,51335,124,101,0
381721,Male,57,1,33,1,3,2,36513,26,10,0
381722,Male,42,1,8,0,3,1,27501,26,107,0
381723,Female,67,1,28,0,3,1,31431,122,275,0
381724,Female,63,1,3,0,2,1,36290,26,185,0
381725,Male,27,1,47,0,1,2,2630,1,21,0
381726,Female,56,1,11,0,3,1,2630,124,161,0
381727,Male,30,1,15,0,1,1,2630,152,84,0
381728,Male,46,1,14,0,3,1,32104,26,109,0
381729,Female,26,1,6,1,1,2,27683,152,216,0
381730,Male,54,1,28,0,3,1,45667,26,275,0
381731,Male,42,1,46,1,3,2,30404,11,256,0
381732,Female,34,1,41,1,3,2,42094,152,279,0
381733,Female,41,1,33,0,3,1,2630,157,278,0
381734,Male,77,1,24,0,3,1,35191,26,181,0
381735,Male,47,1,50,1,3,2,38226,8,52,0
381736,Female,31,1,3,1,1,2,25193,152,162,0
381737,Female,24,1,41,0,1,1,33923,152,275,0
381738,Male,22,1,28,0,1,1,55540,152,21,0
381739,Male,24,1,16,1,1,2,29569,152,229,0
381740,Male,34,1,10,0,3,1,28003,124,108,0
381741,Male,39,1,29,0,3,1,25015,156,217,0
381742,Female,27,1,26,1,1,2,45097,152,82,0
381743,Female,21,1,50,0,1,1,19392,160,298,0
381744,Male,23,1,6,1,1,2,22914,163,90,0
381745,Female,23,1,30,1,1,2,36108,152,239,0
381746,Male,24,1,46,1,1,2,24892,152,37,0
381747,Female,21,1,46,1,1,2,49695,152,188,0
381748,Female,22,1,6,1,1,2,29166,152,255,0
381749,Male,40,1,41,0,3,2,31243,136,105,0
381750,Female,61,1,41,0,3,2,38337,154,190,0
381751,Male,24,1,24,1,1,1,28173,152,153,0
381752,Female,24,1,41,0,1,1,24909,152,10,0
381753,Female,25,1,21,1,1,2,29244,152,60,0
381754,Female,62,1,3,0,3,1,2630,26,206,0
381755,Male,42,1,28,0,2,1,55895,124,91,0
381756,Female,21,1,10,1,1,2,26931,152,167,0
381757,Female,29,1,33,1,1,2,2630,151,104,0
381758,Male,50,1,46,1,3,2,34390,124,252,0
381759,Female,58,1,8,0,3,1,37037,26,210,0
381760,Female,27,1,45,1,1,2,25328,152,147,0
381761,Male,27,1,15,0,1,1,31623,152,143,0
381762,Female,40,1,24,1,3,2,58122,145,179,0
381763,Female,22,1,11,1,1,2,26158,152,289,0
381764,Male,45,1,33,0,3,2,32500,124,147,0
381765,Male,56,1,27,0,3,1,24358,163,290,0
381766,Male,55,1,46,0,3,2,2630,124,222,0
381767,Male,32,1,9,0,1,1,23105,124,96,0
381768,Female,46,1,28,0,3,1,48438,124,60,0
381769,Male,70,1,8,1,3,2,35846,26,181,0
381770,Male,57,1,28,0,3,1,2630,26,77,0
381771,Male,53,1,23,0,3,1,37509,124,201,0
381772,Female,32,1,3,0,1,1,31182,26,217,0
381773,Female,23,1,8,1,1,2,20738,152,181,0
381774,Male,28,1,41,1,1,2,2630,152,108,0
381775,Male,24,1,50,1,1,2,32197,152,119,0
381776,Male,24,1,12,1,1,2,32178,152,41,0
381777,Male,67,1,49,0,3,1,30510,157,182,0
381778,Female,55,1,8,0,3,1,2630,26,56,0
381779,Male,23,1,46,1,1,2,29592,160,221,0
381780,Male,78,1,28,1,3,2,29418,26,191,0
381781,Female,44,1,8,0,3,1,55308,160,238,0
381782,Female,24,1,21,1,1,2,24451,152,200,0
381783,Male,22,1,30,1,1,2,44904,152,109,0
381784,Male,24,1,46,1,1,2,20138,160,12,0
381785,Male,24,1,50,1,1,2,34264,152,259,0
381786,Male,62,1,8,0,2,1,36696,26,93,0
381787,Female,47,1,28,0,3,1,40173,13,279,0
381788,Male,51,1,28,0,3,1,2630,156,148,0
381789,Female,68,1,8,0,3,1,29676,124,91,0
381790,Male,45,1,28,0,3,1,40836,124,61,0
381791,Male,40,1,28,0,3,1,32274,157,65,0
381792,Male,21,1,17,0,1,1,33164,152,103,0
381793,Female,41,1,48,1,3,2,2630,15,71,0
381794,Male,55,1,28,0,2,1,48514,122,99,0
381795,Female,41,1,48,0,3,1,2630,15,80,0
381796,Male,22,1,34,0,1,1,37161,152,41,0
381797,Female,39,1,39,0,3,1,28391,124,234,0
381798,Female,61,1,29,0,3,1,2630,52,59,0
381799,Female,22,1,8,1,1,2,36722,152,267,0
381800,Female,42,1,28,1,3,2,29971,122,81,0
381801,Male,36,1,36,0,3,1,67816,124,180,0
381802,Male,23,1,46,1,1,2,24177,152,18,0
381803,Female,52,1,11,1,3,2,46058,26,289,0
381804,Male,49,1,46,0,3,1,24724,124,31,0
381805,Male,24,1,8,1,1,2,60743,152,121,0
381806,Female,26,1,37,1,1,2,2630,152,33,0
381807,Female,36,1,28,1,3,2,30477,26,75,0
381808,Male,21,1,8,1,1,2,57968,160,256,0
381809,Male,45,1,28,0,3,1,38292,26,44,0
381810,Female,41,1,28,1,3,2,47107,26,164,0
381811,Female,49,1,28,0,3,1,29984,26,200,0
381812,Female,66,1,28,0,3,1,54602,61,46,0
381813,Female,21,1,30,0,1,1,27713,152,251,0
381814,Male,33,1,28,0,1,1,2630,122,27,0
381815,Female,24,1,10,1,1,2,19199,152,136,0
381816,Male,53,1,23,0,3,1,2630,124,89,0
381817,Male,24,1,41,1,1,2,50993,152,114,0
381818,Male,23,1,37,1,1,2,2630,26,187,0
381819,Male,23,1,29,1,1,2,23075,152,119,0
381820,Female,23,1,21,1,1,2,54502,152,38,0
381821,Male,23,1,6,1,1,1,31986,152,132,0
381822,Female,47,1,15,1,3,2,32855,14,67,0
381823,Female,20,1,34,0,1,1,34296,160,182,0
381824,Female,27,1,29,1,1,2,24934,152,153,0
381825,Male,41,1,26,0,3,2,27629,120,263,0
381826,Male,43,1,47,1,3,2,39975,124,274,0
381827,Female,25,1,28,1,1,2,61710,152,291,0
381828,Male,25,1,6,0,1,2,2630,152,44,0
381829,Male,58,1,28,0,3,1,52137,122,197,0
381830,Male,60,1,28,0,3,1,53038,122,236,0
381831,Female,24,1,37,1,1,2,28550,152,242,0
381832,Female,77,1,28,1,3,2,59816,122,147,0
381833,Male,25,1,39,1,1,2,2630,152,34,0
381834,Female,50,1,28,0,3,1,37586,26,252,0
381835,Female,47,1,41,1,3,2,29197,26,220,0
381836,Male,49,1,50,0,3,1,34598,124,196,0
381837,Female,45,1,35,0,3,1,38237,124,84,0
381838,Female,79,1,8,1,3,2,43450,122,25,0
381839,Male,39,1,8,1,3,2,33044,26,127,0
381840,Male,23,1,28,1,1,2,50263,152,174,0
381841,Female,23,1,37,1,1,2,28821,152,16,0
381842,Female,23,1,46,1,1,2,27487,160,42,0
381843,Female,21,1,46,1,1,2,29399,152,209,0
381844,Male,43,1,8,0,3,1,90262,124,239,0
381845,Male,55,1,28,0,3,1,38108,26,120,0
381846,Female,26,1,28,1,1,2,49614,152,273,0
381847,Male,23,1,46,1,1,2,43722,152,184,0
381848,Male,25,1,19,1,1,2,35194,152,246,0
381849,Female,21,1,2,0,1,2,18317,152,147,0
381850,Male,34,1,28,1,3,2,29647,152,105,0
381851,Male,24,1,11,1,1,2,21119,152,191,0
381852,Male,25,1,18,0,1,1,26329,152,60,0
381853,Male,45,1,3,1,3,1,12891,26,187,0
381854,Female,22,1,14,1,1,2,24149,152,212,0
381855,Female,53,1,28,0,2,1,38989,26,258,0
381856,Male,25,1,36,1,1,2,2630,152,272,0
381857,Female,24,1,37,1,1,2,21517,152,222,0
381858,Male,26,1,28,1,1,2,32080,152,182,0
381859,Female,25,1,32,0,1,1,21328,152,181,0
381860,Male,24,1,17,1,1,2,28480,152,175,0
381861,Male,23,1,28,0,1,1,45849,152,165,0
381862,Female,39,1,28,0,3,1,29122,124,295,0
381863,Female,22,1,37,0,1,1,33041,152,290,0
381864,Female,72,1,33,1,3,2,31676,61,170,0
381865,Male,29,1,8,1,3,2,38228,124,186,0
381866,Female,41,1,28,0,3,1,47355,124,30,0
381867,Male,40,1,50,1,3,2,43684,26,92,0
381868,Male,25,1,24,1,1,2,26032,152,199,0
381869,Female,22,1,46,1,1,2,24075,152,183,0
381870,Female,23,1,45,0,1,2,2630,152,173,0
381871,Male,27,1,50,1,1,2,25734,151,270,0
381872,Male,35,1,10,1,3,2,29839,152,231,0
381873,Female,30,1,41,1,1,2,35019,152,94,0
381874,Male,24,1,28,0,1,1,28957,152,297,0
381875,Female,21,1,11,0,3,2,2630,163,184,0
381876,Female,53,1,25,1,3,2,2630,26,106,0
381877,Female,20,1,11,0,3,1,39992,26,207,0
381878,Male,25,1,32,0,1,1,40832,152,12,0
381879,Female,31,1,41,1,3,2,27899,26,87,0
381880,Female,22,1,16,1,1,2,18538,26,281,0
381881,Female,32,1,28,1,3,2,68900,124,13,0
381882,Male,24,1,15,1,1,2,25962,152,241,0
381883,Female,73,1,46,0,3,1,2630,26,31,0
381884,Male,35,1,28,0,3,2,47990,26,216,0
381885,Male,47,1,8,0,3,1,2630,157,142,0
381886,Male,48,1,28,0,3,1,2630,26,79,0
381887,Male,32,1,14,1,1,2,28787,152,22,0
381888,Female,48,1,28,1,3,2,2630,124,61,0
381889,Female,23,1,15,1,1,2,46089,152,282,0
381890,Male,24,1,21,1,1,2,35155,152,108,0
381891,Female,21,1,16,0,1,2,38271,160,67,0
381892,Female,35,1,8,1,3,2,27895,152,64,0
381893,Male,55,1,29,1,3,2,2630,152,112,0
381894,Female,23,1,30,1,1,2,21682,152,137,0
381895,Male,74,1,50,0,3,2,34412,18,266,0
381896,Female,50,1,50,0,3,1,39152,124,232,0
381897,Female,68,1,50,0,3,2,40333,18,63,0
381898,Male,52,1,0,0,3,1,2630,26,206,0
381899,Male,21,1,2,0,1,1,33685,152,49,0
381900,Male,43,1,28,0,3,1,32539,124,205,0
381901,Female,25,1,36,0,1,2,2630,152,140,0
381902,Male,26,1,37,0,1,1,2630,152,51,0
381903,Female,23,1,32,1,1,2,33564,152,165,0
381904,Female,51,1,29,0,3,2,28558,156,186,0
381905,Male,53,1,28,0,3,1,39296,124,29,0
381906,Female,26,1,8,0,1,1,54424,152,128,0
381907,Female,58,1,2,0,3,1,2630,156,10,0
381908,Female,35,1,15,0,3,1,34831,154,197,0
381909,Male,67,1,45,0,2,1,23408,125,24,0
381910,Female,52,1,41,0,3,1,32073,12,28,0
381911,Female,59,1,28,1,3,2,53793,26,60,0
381912,Male,41,1,28,0,3,1,2630,26,279,0
381913,Female,26,1,3,1,1,2,29361,152,228,0
381914,Male,75,1,28,0,3,1,39049,124,99,0
381915,Female,51,1,0,0,2,1,2630,26,236,0
381916,Male,42,1,28,1,3,1,43530,124,38,0
381917,Male,25,1,36,1,1,2,27253,152,193,0
381918,Male,21,1,46,1,1,2,29641,152,142,0
381919,Female,43,1,50,0,3,1,2630,157,279,0
381920,Female,24,1,8,0,1,1,2630,152,69,0
381921,Female,63,1,28,0,3,1,40816,26,299,0
381922,Male,26,1,11,1,1,2,35611,152,23,0
381923,Male,37,1,46,0,3,2,35380,124,269,0
381924,Male,23,1,47,0,1,1,2630,26,109,0
381925,Male,22,1,10,1,1,2,44846,152,171,0
381926,Male,22,1,50,0,1,1,2630,160,104,0
381927,Female,23,1,41,0,1,1,40297,152,151,0
381928,Male,66,1,36,0,2,1,2630,154,70,0
381929,Female,71,1,8,1,3,2,28459,124,178,0
381930,Male,45,1,28,1,3,2,38850,61,222,0
381931,Female,27,1,41,1,1,2,40984,152,48,0
381932,Female,62,1,28,0,3,1,37681,26,120,0
381933,Male,38,1,8,1,3,2,2630,124,78,0
381934,Male,72,0,28,0,3,1,27656,122,243,0
381935,Male,35,1,28,0,3,1,37622,31,242,0
381936,Female,28,1,15,0,3,1,2630,157,227,0
381937,Male,22,1,2,1,1,2,35176,152,273,0
381938,Female,24,1,34,0,1,1,2630,152,244,0
381939,Female,31,1,41,1,1,2,23509,152,25,0
381940,Female,20,1,6,0,1,1,2630,160,266,0
381941,Female,29,1,28,1,1,2,44756,152,23,0
381942,Male,58,1,28,1,3,2,36907,30,140,0
381943,Male,53,1,35,0,3,1,31208,10,244,0
381944,Male,22,1,27,1,1,1,26096,152,195,0
381945,Female,64,1,25,1,3,2,32415,124,59,0
381946,Male,53,1,28,1,3,2,38787,26,12,0
381947,Male,49,1,48,1,3,2,2630,15,252,0
381948,Male,68,1,28,1,3,2,64700,55,178,0
381949,Male,39,1,8,1,3,2,35391,124,213,0
381950,Male,48,1,35,0,3,1,25287,124,259,0
381951,Female,22,1,29,0,3,2,2630,154,263,0
381952,Female,26,1,43,1,1,2,2630,152,105,0
381953,Male,65,1,28,0,3,1,30411,26,83,0
381954,Male,52,1,3,1,3,1,50842,26,225,0
381955,Female,45,1,28,0,3,1,48217,26,253,0
381956,Female,27,1,28,1,1,2,46825,152,18,0
381957,Female,53,1,10,0,3,1,34904,124,150,0
381958,Male,26,1,18,0,1,1,46202,152,140,0
381959,Female,40,1,28,0,2,1,51893,42,195,0
381960,Female,21,1,40,0,1,1,26989,152,80,0
381961,Female,34,1,28,1,3,2,30877,152,224,0
381962,Female,60,1,50,0,3,1,49684,8,266,0
381963,Female,22,1,18,1,1,2,30575,152,128,0
381964,Female,29,1,37,1,1,2,42905,152,252,0
381965,Male,27,1,18,1,1,2,2630,160,189,0
381966,Male,23,1,46,1,1,2,43107,152,159,0
381967,Male,53,1,15,0,3,1,38360,124,297,0
381968,Female,63,1,28,0,2,1,48203,26,254,0
381969,Female,37,1,41,1,3,2,26908,152,27,0
381970,Male,24,1,8,1,1,2,36722,152,14,0
381971,Female,52,1,33,1,3,2,70052,152,118,0
381972,Male,51,1,8,0,3,1,44152,26,296,0
381973,Male,30,1,39,1,1,2,42427,152,155,0
381974,Female,35,1,14,1,3,2,28515,152,261,0
381975,Male,24,1,29,1,1,2,23905,152,65,0
381976,Female,26,1,11,1,1,2,47218,152,121,0
381977,Male,40,1,45,0,3,1,33108,154,67,0
381978,Female,29,1,29,1,1,2,30086,152,72,0
381979,Female,27,1,35,1,1,2,23511,152,110,0
381980,Female,42,1,41,0,3,1,30252,124,239,0
381981,Male,55,1,43,0,3,1,27081,124,243,0
381982,Male,29,1,46,1,1,2,27750,152,120,0
381983,Female,25,1,28,1,1,2,45631,151,260,0
381984,Male,28,1,45,0,1,1,2630,156,11,0
381985,Male,24,1,30,1,1,2,25368,152,35,0
381986,Male,38,1,29,1,3,2,22309,26,135,0
381987,Female,31,1,27,0,1,1,26108,152,13,0
381988,Male,21,1,8,1,1,2,33321,160,22,0
381989,Female,63,1,42,0,2,1,31326,122,22,0
381990,Male,24,1,12,1,1,2,27702,152,174,0
381991,Male,47,1,28,1,3,2,38439,26,120,0
381992,Female,43,1,35,1,3,2,2630,124,148,0
381993,Male,50,1,46,0,3,1,23009,124,92,0
381994,Male,26,1,11,1,1,2,2630,152,85,0
381995,Female,23,1,8,1,1,2,50922,152,169,0
381996,Male,24,1,29,1,1,2,41940,163,73,0
381997,Male,49,1,28,1,3,2,23414,26,85,0
381998,Male,54,1,28,1,3,2,26066,124,203,0
381999,Male,46,1,39,0,3,1,24235,124,178,0
382000,Male,54,1,28,0,3,1,2630,26,238,0
382001,Male,24,1,17,0,1,2,61513,151,265,0
382002,Female,60,1,28,0,3,1,34694,124,151,0
382003,Male,46,1,28,0,3,1,43357,26,63,0
382004,Male,27,1,29,1,1,2,30528,152,182,0
382005,Female,37,1,18,0,3,1,27860,155,120,0
382006,Male,67,1,33,0,3,1,35293,152,124,0
382007,Female,25,1,36,1,1,2,25900,26,48,0
382008,Male,26,1,28,1,1,1,2630,156,110,0
382009,Male,21,1,22,1,1,2,2630,152,181,0
382010,Female,56,1,3,0,3,1,29550,154,82,0
382011,Male,37,1,28,1,3,2,40724,124,222,0
382012,Male,20,1,15,1,1,1,37992,160,209,0
382013,Female,44,1,28,0,3,1,36536,26,118,0
382014,Male,24,1,13,0,1,2,25261,152,107,0
382015,Male,42,1,31,0,3,1,2630,26,274,0
382016,Female,22,1,8,0,1,1,38028,152,109,0
382017,Male,33,1,24,0,1,1,38833,124,139,0
382018,Female,36,1,28,0,3,1,2630,122,241,0
382019,Female,20,1,36,0,1,1,38824,160,200,0
382020,Male,21,1,28,0,1,1,37447,160,184,0
382021,Female,36,1,28,0,3,1,37051,124,115,0
382022,Male,77,1,31,0,3,1,2630,154,281,0
382023,Male,25,1,8,0,1,1,79524,152,110,0
382024,Male,35,1,8,0,3,1,2630,124,222,0
382025,Male,35,1,28,1,3,2,38300,152,177,0
382026,Male,59,1,7,1,3,2,2630,26,64,0
382027,Female,24,1,33,1,1,2,30630,152,255,0
382028,Female,28,1,39,1,1,2,2630,152,235,0
382029,Female,21,1,35,0,3,1,28617,26,62,0
382030,Male,47,1,28,0,3,1,2630,156,225,0
382031,Female,23,1,27,0,1,1,22981,152,281,0
382032,Male,52,1,28,0,2,1,42968,124,33,0
382033,Male,35,1,15,0,3,1,2630,155,269,0
382034,Male,54,1,20,0,3,1,2630,8,299,0
382035,Female,41,1,41,0,3,1,29821,26,33,0
382036,Male,27,1,46,1,1,2,22964,152,225,0
382037,Male,23,1,50,1,1,2,37923,152,251,0
382038,Female,77,1,46,1,3,2,24891,124,108,0
382039,Female,63,1,28,1,3,2,28941,26,111,0
382040,Female,49,1,10,0,3,1,31834,26,275,0
382041,Male,39,1,45,0,3,1,35618,42,89,0
382042,Male,44,1,28,0,3,1,37674,124,158,0
382043,Female,44,1,35,1,3,2,41308,124,29,0
382044,Female,43,1,17,1,3,2,46710,26,40,0
382045,Female,42,1,11,1,3,2,2630,26,291,0
382046,Male,23,1,39,0,1,1,42256,152,128,0
382047,Male,21,1,5,0,1,2,20939,152,288,0
382048,Female,63,1,8,1,3,2,30923,124,164,0
382049,Male,62,1,28,1,3,2,43011,26,118,0
382050,Female,26,1,33,1,1,1,33574,152,262,0
382051,Female,23,1,8,1,1,2,55746,160,132,0
382052,Female,40,1,47,1,3,2,32226,124,105,0
382053,Female,24,1,8,1,1,2,33334,152,285,0
382054,Female,23,1,15,1,1,2,34758,160,191,0
382055,Female,31,1,17,1,3,2,2630,156,80,0
382056,Male,25,1,28,1,1,2,35753,152,258,0
382057,Female,67,1,28,0,3,1,31524,26,27,0
382058,Male,40,1,14,0,2,1,25848,124,198,0
382059,Female,67,1,28,0,3,1,2630,13,103,0
382060,Female,80,1,28,1,3,2,53313,55,118,0
382061,Male,71,1,28,0,3,1,36632,26,249,0
382062,Male,21,1,28,1,1,2,2630,160,274,0
382063,Female,31,1,41,0,1,1,28391,152,95,0
382064,Male,26,1,35,0,1,1,2630,160,67,0
382065,Female,29,1,8,0,1,2,38518,152,36,0
382066,Male,42,1,28,1,3,2,32665,124,176,0
382067,Male,24,1,15,0,1,1,40782,152,133,0
382068,Female,47,1,15,0,3,1,29682,124,283,0
382069,Male,20,1,46,0,1,1,2630,160,38,0
382070,Female,67,1,47,0,3,1,35985,26,106,0
382071,Male,50,1,28,1,3,2,48220,124,28,0
382072,Female,44,1,8,1,3,2,2630,82,21,0
382073,Male,25,1,11,1,1,2,32819,152,298,0
382074,Female,44,1,46,1,3,2,24952,124,296,0
382075,Male,29,1,39,0,1,1,41212,152,48,0
382076,Female,51,1,16,1,3,2,23663,152,204,0
382077,Male,45,1,8,0,3,1,2630,157,212,0
382078,Female,26,1,28,0,1,1,35385,152,277,0
382079,Female,23,1,8,1,1,2,44224,152,158,0
382080,Male,45,1,28,0,3,1,26218,26,90,0
382081,Male,49,1,8,0,3,1,36439,124,253,0
382082,Male,24,1,11,1,1,2,32232,152,40,1
382083,Male,35,1,8,0,3,1,2630,124,49,1
382084,Male,47,1,8,0,3,1,34119,124,83,1
382085,Female,49,1,28,0,2,1,47148,26,26,1
382086,Male,58,1,28,0,2,1,30435,26,236,1
382087,Female,53,1,12,1,3,2,2630,124,166,1
382088,Female,29,1,28,0,1,1,57976,152,121,1
382089,Male,26,1,41,0,1,1,31536,152,119,1
382090,Female,23,1,37,0,1,1,25786,152,73,1
382091,Male,27,1,15,1,1,2,23511,152,120,1
382092,Female,26,1,36,1,1,2,25493,152,167,1
382093,Male,40,1,28,0,3,1,23018,53,108,1
382094,Female,68,1,20,0,3,1,2630,26,77,1
382095,Female,26,1,21,1,1,2,28208,152,44,1
382096,Male,50,1,46,0,3,1,24404,26,65,1
382097,Female,39,1,28,0,3,1,25894,26,97,1
382098,Female,45,1,0,0,3,1,2630,26,192,1
382099,Female,43,1,28,0,3,1,25522,122,259,1
382100,Male,41,1,28,0,3,1,38907,124,131,1
382101,Male,32,1,10,0,1,1,21369,152,231,1
382102,Female,66,1,8,0,3,1,32106,124,50,1
382103,Male,21,1,10,0,1,1,28911,160,188,1
382104,Male,23,1,7,1,1,2,31765,152,136,1
382105,Female,49,1,28,0,3,1,33421,29,191,1
382106,Male,34,1,48,0,3,1,2630,156,118,1
382107,Female,62,1,23,1,3,2,35812,124,110,1
382108,Male,21,1,46,1,1,2,24879,160,212,1
382109,Female,21,1,35,0,3,1,26538,124,41,1
382110,Female,23,1,46,1,1,2,35868,152,269,1
382111,Female,27,1,28,1,1,2,54328,152,211,1
382112,Male,54,1,32,0,3,1,31420,124,112,1
382113,Male,25,1,8,1,1,2,40278,152,82,1
382114,Female,25,1,50,1,1,2,28034,152,186,1
382115,Male,23,1,8,1,1,2,38605,152,71,1
382116,Male,44,1,28,0,3,1,84397,26,272,1
382117,Male,24,1,50,1,1,2,37142,152,94,1
382118,Male,22,1,28,0,1,2,2630,152,278,1
382119,Female,27,1,46,1,1,2,31074,152,116,1
382120,Male,42,1,28,0,2,1,48756,25,206,1
382121,Male,40,1,17,0,3,1,2630,124,96,1
382122,Female,44,1,28,0,3,1,43242,26,275,1
382123,Male,24,1,6,1,1,2,51779,26,153,1
382124,Female,54,1,41,1,3,2,2630,152,255,1
382125,Female,69,1,30,1,3,2,30065,152,98,1
382126,Male,61,1,35,1,3,2,28642,100,119,1
382127,Female,25,1,47,1,1,2,18212,152,265,1
382128,Female,41,1,28,0,3,1,60442,122,148,1
382129,Female,58,1,28,0,3,1,54561,29,200,1
382130,Male,32,1,30,0,1,1,38607,157,285,1
382131,Female,26,1,28,0,3,1,34155,157,54,1
382132,Male,28,1,7,0,1,1,31483,124,66,1
382133,Male,25,1,28,1,1,2,49464,152,184,1
382134,Female,24,1,11,1,1,2,27455,152,223,1
382135,Male,24,1,46,1,1,2,22784,152,251,1
382136,Male,43,1,8,0,3,1,23342,26,178,1
