Loan_To_Value ratio,Driving_Flag,No_Of_PRI_ACCT,LOAN_DEFAULT,employment_status,,,,,,,,,
56.5,0,0,0,1,,,,,,,,,
50.98,0,0,0,1,,,,,,,,,
66.52,0,0,0,1,,,,,,,,,
31.96,0,0,0,1,,,,,,,,,
60.17,0,0,0,1,,,,,,,,,
83.01,0,0,0,1,,,,,,,,,
70.95,0,0,0,1,,,,,,,,,
75.73,0,0,0,1,,,,,,,,,
44.96,0,0,0,1,,,,,,,,,
59.54,0,0,0,1,,,,,,,,,
47.17,0,0,0,1,,,,,,,,,
79.72,0,0,0,1,,,,,,,,,
79.07,0,0,0,1,,,,,,,,,
84.85,0,0,0,1,,,,,,,,,
84.69,0,0,0,1,,,,,,,,,
68.9,0,0,0,1,,,,,,,,,
65.45,0,0,0,1,,,,,,,,,
64.96,0,0,0,1,,,,,,,,,
61.39,0,0,0,1,,,,,,,,,
69.77,0,0,0,1,,,,,,,,,
65.62,0,0,0,1,,,,,,,,,
74.38,0,0,0,1,,,,,,,,,
66.39,0,0,0,1,,,,,,,,,
71.43,0,0,0,1,,,,,,,,,
66.27,0,0,0,1,,,,,,,,,
72.37,0,0,0,1,,,,,,,,,
67.12,0,0,0,1,,,,,,,,,
58.87,0,0,0,1,,,,,,,,,
68.71,0,0,0,1,,,,,,,,,
77.91,0,0,0,1,,,,,,,,,
77.02,0,0,0,1,,,,,,,,,
73.37,0,0,0,1,,,,,,,,,
79.81,0,0,0,1,,,,,,,,,
47.02,0,0,0,1,,,,,,,,,
57.6,0,0,0,1,,,,,,,,,
57.11,0,0,0,1,,,,,,,,,
73.71,0,0,0,1,,,,,,,,,
77.57,0,0,0,1,,,,,,,,,
58.93,0,0,0,1,,,,,,,,,
73.61,0,0,0,1,,,,,,,,,
72.18,0,0,0,1,,,,,,,,,
71.79,0,0,0,1,,,,,,,,,
79.88,0,0,0,1,,,,,,,,,
58.32,0,0,0,1,,,,,,,,,
70.27,0,0,0,1,,,,,,,,,
72.03,0,0,0,1,,,,,,,,,
71.41,0,0,0,1,,,,,,,,,
76.2,0,0,0,1,,,,,,,,,
66.54,0,0,0,1,,,,,,,,,
70.24,0,0,0,1,,,,,,,,,
68.42,0,0,0,1,,,,,,,,,
61.4,0,0,0,1,,,,,,,,,
79.84,0,0,0,1,,,,,,,,,
63.81,0,0,0,1,,,,,,,,,
69.39,0,0,0,1,,,,,,,,,
66.67,0,0,0,1,,,,,,,,,
73.54,0,0,0,1,,,,,,,,,
55.85,0,0,0,1,,,,,,,,,
69.85,0,0,0,1,,,,,,,,,
77.04,0,0,0,1,,,,,,,,,
65.12,0,0,0,1,,,,,,,,,
60.48,0,0,0,1,,,,,,,,,
73.57,0,0,0,1,,,,,,,,,
71.09,0,0,0,1,,,,,,,,,
50.35,0,0,0,1,,,,,,,,,
58.58,0,0,0,1,,,,,,,,,
64.02,0,0,0,1,,,,,,,,,
38.59,0,0,0,1,,,,,,,,,
47,0,0,0,1,,,,,,,,,
45.82,0,0,0,1,,,,,,,,,
38.43,0,0,0,1,,,,,,,,,
74.37,0,0,0,1,,,,,,,,,
68.39,0,0,0,1,,,,,,,,,
54.99,0,0,0,1,,,,,,,,,
61,0,0,0,1,,,,,,,,,
65.89,0,0,0,1,,,,,,,,,
72.18,0,0,0,1,,,,,,,,,
74.49,0,0,0,1,,,,,,,,,
71.82,0,0,0,1,,,,,,,,,
74.99,0,0,0,1,,,,,,,,,
74.49,0,0,0,1,,,,,,,,,
62.91,0,0,0,1,,,,,,,,,
68.62,0,0,0,1,,,,,,,,,
79.11,0,0,0,1,,,,,,,,,
67.74,0,0,0,1,,,,,,,,,
76.93,0,0,0,1,,,,,,,,,
84.48,0,0,0,1,,,,,,,,,
77.11,0,0,0,1,,,,,,,,,
66.81,0,0,0,1,,,,,,,,,
73.53,0,0,0,1,,,,,,,,,
83.99,0,0,0,1,,,,,,,,,
47.98,0,0,0,1,,,,,,,,,
66.08,0,0,0,1,,,,,,,,,
85.5,0,0,0,1,,,,,,,,,
87.36,0,0,0,1,,,,,,,,,
69.87,0,0,0,1,,,,,,,,,
60.23,0,0,0,1,,,,,,,,,
60.89,0,0,0,1,,,,,,,,,
63.48,0,0,0,1,,,,,,,,,
81.29,0,0,0,1,,,,,,,,,
81.17,0,0,0,1,,,,,,,,,
65.82,0,0,0,1,,,,,,,,,
73.23,0,0,0,1,,,,,,,,,
85.3,0,0,0,1,,,,,,,,,
84.11,0,0,0,1,,,,,,,,,
48.56,0,0,0,1,,,,,,,,,
74.48,0,0,0,1,,,,,,,,,
72.46,0,0,0,1,,,,,,,,,
85.3,0,0,0,1,,,,,,,,,
83.16,0,0,0,1,,,,,,,,,
53.25,0,0,0,1,,,,,,,,,
81.01,0,0,0,1,,,,,,,,,
74.92,0,0,0,1,,,,,,,,,
68.03,0,0,0,1,,,,,,,,,
87.29,0,0,0,1,,,,,,,,,
60.58,0,0,0,1,,,,,,,,,
75.39,0,0,0,1,,,,,,,,,
75.8,0,0,0,1,,,,,,,,,
82.19,0,0,0,1,,,,,,,,,
82.16,0,0,0,1,,,,,,,,,
72.13,0,0,0,1,,,,,,,,,
86.17,0,0,0,1,,,,,,,,,
57.18,0,0,0,1,,,,,,,,,
74.12,0,0,0,1,,,,,,,,,
45.13,0,0,0,1,,,,,,,,,
73.99,0,0,0,1,,,,,,,,,
74.7,0,0,0,1,,,,,,,,,
68.61,0,0,0,1,,,,,,,,,
65.48,0,0,0,1,,,,,,,,,
42.33,0,0,0,1,,,,,,,,,
85.34,0,0,0,1,,,,,,,,,
89.8,0,0,0,1,,,,,,,,,
73.19,0,0,0,1,,,,,,,,,
82.98,0,0,0,1,,,,,,,,,
88.74,0,0,0,1,,,,,,,,,
83.92,0,0,0,1,,,,,,,,,
74.14,0,0,0,1,,,,,,,,,
68.02,0,0,0,1,,,,,,,,,
83.64,0,0,0,1,,,,,,,,,
82.86,0,0,0,1,,,,,,,,,
88.93,0,0,0,1,,,,,,,,,
65.08,0,0,0,1,,,,,,,,,
59.29,0,0,0,1,,,,,,,,,
75.66,0,0,0,1,,,,,,,,,
84.61,0,0,0,1,,,,,,,,,
70.26,0,0,0,1,,,,,,,,,
82.67,0,0,0,1,,,,,,,,,
88.01,0,0,0,1,,,,,,,,,
75,0,0,0,1,,,,,,,,,
34.04,0,0,0,1,,,,,,,,,
60.7,0,0,0,1,,,,,,,,,
80.06,0,0,0,1,,,,,,,,,
86.62,0,0,0,1,,,,,,,,,
89.66,0,0,0,1,,,,,,,,,
89.2,0,0,0,1,,,,,,,,,
74.5,0,0,0,1,,,,,,,,,
51.5,0,0,0,1,,,,,,,,,
75.96,0,0,0,1,,,,,,,,,
83.09,0,0,0,1,,,,,,,,,
77.62,0,0,0,1,,,,,,,,,
83.09,0,0,0,1,,,,,,,,,
77.45,0,0,0,1,,,,,,,,,
71.91,0,0,0,1,,,,,,,,,
67.56,0,0,0,1,,,,,,,,,
83.68,0,0,0,1,,,,,,,,,
80.27,0,0,0,1,,,,,,,,,
66.69,0,0,0,1,,,,,,,,,
74.7,0,0,0,1,,,,,,,,,
56.82,0,0,0,1,,,,,,,,,
75.78,0,0,0,1,,,,,,,,,
69.91,0,0,0,1,,,,,,,,,
50.16,0,0,0,1,,,,,,,,,
83.74,0,0,0,1,,,,,,,,,
55.2,0,0,0,1,,,,,,,,,
84.99,0,0,0,1,,,,,,,,,
76.19,0,0,0,1,,,,,,,,,
49.69,0,0,0,1,,,,,,,,,
61.4,0,0,0,1,,,,,,,,,
83.09,0,0,0,1,,,,,,,,,
88.72,0,0,0,1,,,,,,,,,
81.3,0,0,0,1,,,,,,,,,
89.12,0,0,0,1,,,,,,,,,
61.96,0,0,0,1,,,,,,,,,
89.67,0,0,0,1,,,,,,,,,
69.42,0,0,0,1,,,,,,,,,
66.19,0,0,0,1,,,,,,,,,
63.23,0,0,0,1,,,,,,,,,
56.71,0,0,0,1,,,,,,,,,
75.82,0,0,0,1,,,,,,,,,
49.29,0,0,0,1,,,,,,,,,
65.58,0,0,0,1,,,,,,,,,
77.47,0,0,0,1,,,,,,,,,
70.46,0,0,0,1,,,,,,,,,
53.73,0,0,0,1,,,,,,,,,
81.05,0,0,0,1,,,,,,,,,
55.27,0,0,0,1,,,,,,,,,
82.24,0,0,0,1,,,,,,,,,
85.66,0,0,0,1,,,,,,,,,
73.05,0,0,0,1,,,,,,,,,
77.11,0,0,0,1,,,,,,,,,
53.6,0,0,0,1,,,,,,,,,
70,0,0,0,1,,,,,,,,,
65.82,0,0,0,1,,,,,,,,,
61.4,0,0,0,1,,,,,,,,,
74.97,0,0,0,1,,,,,,,,,
61.17,0,0,0,1,,,,,,,,,
65.17,0,0,0,1,,,,,,,,,
48.74,0,0,0,1,,,,,,,,,
48.88,0,0,0,1,,,,,,,,,
84.66,0,0,0,1,,,,,,,,,
74.91,0,0,0,1,,,,,,,,,
81.05,0,0,0,1,,,,,,,,,
58.18,0,0,0,1,,,,,,,,,
68.73,0,0,0,1,,,,,,,,,
85.3,0,0,0,1,,,,,,,,,
74.87,0,0,0,1,,,,,,,,,
76.99,0,0,0,1,,,,,,,,,
69.09,0,0,0,1,,,,,,,,,
74.59,0,0,0,1,,,,,,,,,
81.05,0,0,0,1,,,,,,,,,
65.01,0,0,0,1,,,,,,,,,
58.99,0,0,0,1,,,,,,,,,
56.02,0,0,0,1,,,,,,,,,
77.95,0,0,0,1,,,,,,,,,
51.04,0,0,0,1,,,,,,,,,
45.71,0,0,0,1,,,,,,,,,
39.4,0,0,0,1,,,,,,,,,
78.8,0,0,0,1,,,,,,,,,
72.6,0,0,0,1,,,,,,,,,
81.28,0,0,0,1,,,,,,,,,
66.6,0,0,0,1,,,,,,,,,
85.18,0,0,0,1,,,,,,,,,
76.33,0,0,0,1,,,,,,,,,
62.22,0,0,0,1,,,,,,,,,
74.54,0,0,0,1,,,,,,,,,
39.23,0,0,0,1,,,,,,,,,
65.25,0,0,0,1,,,,,,,,,
73.39,0,0,0,1,,,,,,,,,
86.18,0,0,0,1,,,,,,,,,
73.02,0,0,0,1,,,,,,,,,
69.62,0,0,0,1,,,,,,,,,
84.95,0,0,0,1,,,,,,,,,
49.12,0,0,0,1,,,,,,,,,
77.04,0,0,0,1,,,,,,,,,
63.79,0,0,0,1,,,,,,,,,
86.64,0,0,0,1,,,,,,,,,
71.58,0,0,0,1,,,,,,,,,
55.04,0,0,0,1,,,,,,,,,
62.79,0,0,0,1,,,,,,,,,
66.21,0,0,0,1,,,,,,,,,
41.13,0,0,0,1,,,,,,,,,
53.4,0,0,0,1,,,,,,,,,
50.16,0,0,0,1,,,,,,,,,
40.16,0,0,0,1,,,,,,,,,
65.25,0,0,0,1,,,,,,,,,
89.71,0,0,0,1,,,,,,,,,
50.81,0,0,0,1,,,,,,,,,
88.15,0,0,0,1,,,,,,,,,
84.77,0,0,0,1,,,,,,,,,
84.27,0,0,0,1,,,,,,,,,
88.64,0,0,0,1,,,,,,,,,
48.77,0,0,0,1,,,,,,,,,
53.4,0,0,0,1,,,,,,,,,
59.56,0,0,0,1,,,,,,,,,
55.32,0,0,0,1,,,,,,,,,
80.09,0,0,0,1,,,,,,,,,
65.01,0,0,0,1,,,,,,,,,
60.57,0,0,0,1,,,,,,,,,
56.77,0,0,0,1,,,,,,,,,
75.73,0,0,0,1,,,,,,,,,
84.97,0,0,0,1,,,,,,,,,
88.28,0,0,0,1,,,,,,,,,
56.3,0,0,0,1,,,,,,,,,
53.4,0,0,0,1,,,,,,,,,
71.58,0,0,0,1,,,,,,,,,
83.09,0,0,0,1,,,,,,,,,
64.41,0,0,0,1,,,,,,,,,
88.2,0,0,0,1,,,,,,,,,
44.25,0,0,0,1,,,,,,,,,
80.91,0,0,0,1,,,,,,,,,
85.62,0,0,0,1,,,,,,,,,
76.91,0,0,0,1,,,,,,,,,
67.76,0,0,0,1,,,,,,,,,
69.95,0,0,0,1,,,,,,,,,
71.49,0,0,0,1,,,,,,,,,
51.76,0,0,0,1,,,,,,,,,
49.08,0,0,0,1,,,,,,,,,
79.82,0,0,0,1,,,,,,,,,
51.89,0,0,0,1,,,,,,,,,
83.97,0,0,0,1,,,,,,,,,
77.92,0,0,0,1,,,,,,,,,
80.99,0,0,0,1,,,,,,,,,
57.45,0,0,0,1,,,,,,,,,
55.85,0,0,0,1,,,,,,,,,
89.95,0,0,0,1,,,,,,,,,
73.48,0,0,0,1,,,,,,,,,
45.64,0,0,0,1,,,,,,,,,
53.85,0,0,0,1,,,,,,,,,
66.17,0,0,0,1,,,,,,,,,
75.12,0,0,0,1,,,,,,,,,
70.69,0,0,0,1,,,,,,,,,
62.61,0,0,0,1,,,,,,,,,
88.62,0,0,0,1,,,,,,,,,
89.97,0,0,0,1,,,,,,,,,
64.86,0,0,0,1,,,,,,,,,
71.19,0,0,0,1,,,,,,,,,
56,0,0,0,1,,,,,,,,,
64.06,0,0,0,1,,,,,,,,,
40.5,0,0,0,1,,,,,,,,,
88.87,0,0,0,1,,,,,,,,,
72.99,0,0,0,1,,,,,,,,,
64.25,0,0,0,1,,,,,,,,,
75.5,0,0,0,1,,,,,,,,,
71.03,0,0,0,1,,,,,,,,,
75.83,0,0,0,1,,,,,,,,,
67.82,0,0,0,1,,,,,,,,,
54.66,0,0,0,1,,,,,,,,,
72.14,0,0,0,1,,,,,,,,,
53.75,0,0,0,1,,,,,,,,,
70.22,0,0,0,1,,,,,,,,,
88.69,0,0,0,1,,,,,,,,,
78.9,0,0,0,1,,,,,,,,,
67.06,0,0,0,1,,,,,,,,,
77.42,0,0,0,1,,,,,,,,,
83.06,0,0,0,1,,,,,,,,,
82.83,0,0,0,1,,,,,,,,,
69.22,0,0,0,1,,,,,,,,,
86.87,0,0,0,1,,,,,,,,,
69.22,0,0,0,1,,,,,,,,,
75.63,0,0,0,1,,,,,,,,,
67.19,0,0,0,1,,,,,,,,,
79.49,0,0,0,1,,,,,,,,,
56.6,0,0,0,1,,,,,,,,,
59.01,0,0,0,1,,,,,,,,,
41.34,0,0,0,1,,,,,,,,,
89.11,0,0,0,1,,,,,,,,,
78.96,0,0,0,1,,,,,,,,,
72.25,0,0,0,1,,,,,,,,,
89.36,0,0,0,1,,,,,,,,,
79.85,0,0,0,1,,,,,,,,,
53.52,0,0,0,1,,,,,,,,,
48.22,0,0,0,1,,,,,,,,,
76.79,0,0,0,1,,,,,,,,,
66.1,0,0,0,1,,,,,,,,,
71.19,0,0,0,1,,,,,,,,,
76,0,0,0,1,,,,,,,,,
62.84,0,0,0,1,,,,,,,,,
76.63,0,0,0,1,,,,,,,,,
67.35,0,0,0,1,,,,,,,,,
53.6,0,0,0,1,,,,,,,,,
38.4,0,0,0,1,,,,,,,,,
40.67,0,0,0,1,,,,,,,,,
87.87,0,0,0,1,,,,,,,,,
67.55,0,0,0,1,,,,,,,,,
58.17,0,0,0,1,,,,,,,,,
84.71,0,0,0,1,,,,,,,,,
80.5,0,0,0,1,,,,,,,,,
80.47,0,0,0,1,,,,,,,,,
85.34,0,0,0,1,,,,,,,,,
74.2,0,0,0,1,,,,,,,,,
87.8,0,0,0,1,,,,,,,,,
50.93,0,0,0,1,,,,,,,,,
34.69,0,0,0,1,,,,,,,,,
64.27,0,0,0,1,,,,,,,,,
87.9,0,0,0,1,,,,,,,,,
78.12,0,0,0,1,,,,,,,,,
63.22,0,0,0,1,,,,,,,,,
79.51,0,0,0,1,,,,,,,,,
81.46,0,0,0,1,,,,,,,,,
55.8,0,0,0,1,,,,,,,,,
54.28,0,0,0,1,,,,,,,,,
80.34,0,0,0,1,,,,,,,,,
77.95,0,0,0,1,,,,,,,,,
59.07,0,0,0,1,,,,,,,,,
74.22,0,0,0,1,,,,,,,,,
50.24,0,0,0,1,,,,,,,,,
84.47,0,0,0,1,,,,,,,,,
72.84,0,0,0,1,,,,,,,,,
82.72,0,0,0,1,,,,,,,,,
73.58,0,0,0,1,,,,,,,,,
80.47,0,0,0,1,,,,,,,,,
67.28,0,0,0,1,,,,,,,,,
72.67,0,0,0,1,,,,,,,,,
55.52,0,0,0,1,,,,,,,,,
68.97,0,0,0,1,,,,,,,,,
48.25,0,0,0,1,,,,,,,,,
52.02,0,0,0,1,,,,,,,,,
89.7,0,0,0,1,,,,,,,,,
74.91,0,0,0,1,,,,,,,,,
72.98,0,0,0,1,,,,,,,,,
51.68,0,0,0,1,,,,,,,,,
83.55,0,0,0,1,,,,,,,,,
72.14,0,0,0,1,,,,,,,,,
80.58,0,0,0,1,,,,,,,,,
74.3,0,0,0,1,,,,,,,,,
52.53,0,0,0,1,,,,,,,,,
67.26,0,0,0,1,,,,,,,,,
86.76,0,0,0,1,,,,,,,,,
71.56,0,0,0,1,,,,,,,,,
70.71,0,0,0,1,,,,,,,,,
33.9,0,0,0,1,,,,,,,,,
72.44,0,0,0,1,,,,,,,,,
66.84,0,0,0,1,,,,,,,,,
43.58,0,0,0,1,,,,,,,,,
80.32,0,0,0,1,,,,,,,,,
66.41,0,0,0,1,,,,,,,,,
87.2,0,0,0,1,,,,,,,,,
71.02,0,0,0,1,,,,,,,,,
69.73,0,0,0,1,,,,,,,,,
70.95,0,0,0,1,,,,,,,,,
71.43,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
51.88,0,0,0,1,,,,,,,,,
40.52,0,0,0,1,,,,,,,,,
88.88,0,0,0,1,,,,,,,,,
50.64,0,0,0,1,,,,,,,,,
64.11,0,0,0,1,,,,,,,,,
67.36,0,0,0,1,,,,,,,,,
44.44,0,0,0,1,,,,,,,,,
73.83,0,0,0,1,,,,,,,,,
74.71,0,0,0,1,,,,,,,,,
79.41,0,0,0,1,,,,,,,,,
53.99,0,0,0,1,,,,,,,,,
52.02,0,0,0,1,,,,,,,,,
67.27,0,0,0,1,,,,,,,,,
61.3,0,0,0,1,,,,,,,,,
60.13,0,0,0,1,,,,,,,,,
54.13,0,0,0,1,,,,,,,,,
66.75,0,0,0,1,,,,,,,,,
57.19,0,0,0,1,,,,,,,,,
68.44,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
82.89,0,0,0,1,,,,,,,,,
85.81,0,0,0,1,,,,,,,,,
67.34,0,0,0,1,,,,,,,,,
83.81,0,0,0,1,,,,,,,,,
88.14,0,0,0,1,,,,,,,,,
76.26,0,0,0,1,,,,,,,,,
52.94,0,0,0,1,,,,,,,,,
61.36,0,0,0,1,,,,,,,,,
89.68,0,0,0,1,,,,,,,,,
83,0,0,0,1,,,,,,,,,
88.26,0,0,0,1,,,,,,,,,
57.69,0,0,0,1,,,,,,,,,
77.3,0,0,0,1,,,,,,,,,
71.64,0,0,0,1,,,,,,,,,
71.16,0,0,0,1,,,,,,,,,
60.02,0,0,0,1,,,,,,,,,
71.06,0,0,0,1,,,,,,,,,
74.6,0,0,0,1,,,,,,,,,
71.97,0,0,0,1,,,,,,,,,
85.21,0,0,0,1,,,,,,,,,
76.26,0,0,0,1,,,,,,,,,
74.39,0,0,0,1,,,,,,,,,
71.97,0,0,0,1,,,,,,,,,
56.54,0,0,0,1,,,,,,,,,
70.86,0,0,0,1,,,,,,,,,
40.33,0,0,0,1,,,,,,,,,
74.62,0,0,0,1,,,,,,,,,
67.31,0,0,0,1,,,,,,,,,
64.18,0,0,0,1,,,,,,,,,
78.88,0,0,0,1,,,,,,,,,
70.95,0,0,0,1,,,,,,,,,
51.37,0,0,0,1,,,,,,,,,
80.74,0,0,0,1,,,,,,,,,
84.17,0,0,0,1,,,,,,,,,
54.82,0,0,0,1,,,,,,,,,
65.6,0,0,0,1,,,,,,,,,
71.9,0,0,0,1,,,,,,,,,
78.66,0,0,0,1,,,,,,,,,
64.89,0,0,0,1,,,,,,,,,
83.76,0,0,0,1,,,,,,,,,
81.14,0,0,0,1,,,,,,,,,
72.6,0,0,0,1,,,,,,,,,
84.88,0,0,0,1,,,,,,,,,
67.88,0,0,0,1,,,,,,,,,
58.08,0,0,0,1,,,,,,,,,
70.42,0,0,0,1,,,,,,,,,
85.64,0,0,0,1,,,,,,,,,
80.34,0,0,0,1,,,,,,,,,
68.19,0,0,0,1,,,,,,,,,
77.69,0,0,0,1,,,,,,,,,
71.81,0,0,0,1,,,,,,,,,
78.22,0,0,0,1,,,,,,,,,
77.97,0,0,0,1,,,,,,,,,
86.94,0,0,0,1,,,,,,,,,
52.43,0,0,0,1,,,,,,,,,
73.23,0,0,0,1,,,,,,,,,
66.36,0,0,0,1,,,,,,,,,
74.77,0,0,0,1,,,,,,,,,
75.08,0,0,0,1,,,,,,,,,
77.87,0,0,0,1,,,,,,,,,
75.41,0,0,0,1,,,,,,,,,
80.4,0,0,0,1,,,,,,,,,
72.57,0,0,0,1,,,,,,,,,
67.85,0,0,0,1,,,,,,,,,
64.81,0,0,0,1,,,,,,,,,
72.19,0,0,0,1,,,,,,,,,
72.1,0,0,0,1,,,,,,,,,
55.99,0,0,0,1,,,,,,,,,
77.23,0,0,0,1,,,,,,,,,
65.84,0,0,0,1,,,,,,,,,
59.11,0,0,0,1,,,,,,,,,
58.38,0,0,0,1,,,,,,,,,
85.52,0,0,0,1,,,,,,,,,
44.55,0,0,0,1,,,,,,,,,
72.03,0,0,0,1,,,,,,,,,
54.8,0,0,0,1,,,,,,,,,
70.66,0,0,0,1,,,,,,,,,
66.7,0,0,0,1,,,,,,,,,
45.44,0,0,0,1,,,,,,,,,
66.05,0,0,0,1,,,,,,,,,
74.09,0,0,0,1,,,,,,,,,
72.16,0,0,0,1,,,,,,,,,
80.39,0,0,0,1,,,,,,,,,
70.66,0,0,0,1,,,,,,,,,
47.87,0,0,0,1,,,,,,,,,
59.65,0,0,0,1,,,,,,,,,
66.5,0,0,0,1,,,,,,,,,
70.61,0,0,0,1,,,,,,,,,
38.13,0,0,0,1,,,,,,,,,
52.22,0,0,0,1,,,,,,,,,
80.09,0,0,0,1,,,,,,,,,
68.01,0,0,0,1,,,,,,,,,
84.88,0,0,0,1,,,,,,,,,
79.87,0,0,0,1,,,,,,,,,
69.01,0,0,0,1,,,,,,,,,
63.45,0,0,0,1,,,,,,,,,
76.27,0,0,0,1,,,,,,,,,
60.1,0,0,0,1,,,,,,,,,
66.4,0,0,0,1,,,,,,,,,
77.54,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
84.29,0,0,0,1,,,,,,,,,
56.2,0,0,1,1,,,,,,,,,
78.8,0,0,1,1,,,,,,,,,
51.9,0,0,1,1,,,,,,,,,
39.87,0,0,1,1,,,,,,,,,
67.41,0,0,1,1,,,,,,,,,
61.62,0,0,1,1,,,,,,,,,
55.35,0,0,1,1,,,,,,,,,
71.95,0,0,1,1,,,,,,,,,
74.37,0,0,1,1,,,,,,,,,
58.77,0,0,1,1,,,,,,,,,
54.01,0,0,1,1,,,,,,,,,
74.66,0,0,1,1,,,,,,,,,
72.71,0,0,1,1,,,,,,,,,
71.54,0,0,1,1,,,,,,,,,
73.76,0,0,1,1,,,,,,,,,
72.28,0,0,1,1,,,,,,,,,
74.07,0,0,1,1,,,,,,,,,
63.51,0,0,1,1,,,,,,,,,
73.9,0,0,1,1,,,,,,,,,
71.56,0,0,1,1,,,,,,,,,
75.5,0,0,1,1,,,,,,,,,
58.03,0,0,1,1,,,,,,,,,
62.14,0,0,1,1,,,,,,,,,
78.95,0,0,1,1,,,,,,,,,
62.9,0,0,1,1,,,,,,,,,
56.41,0,0,1,1,,,,,,,,,
74.24,0,0,1,1,,,,,,,,,
51.25,0,0,1,1,,,,,,,,,
65.38,0,0,1,1,,,,,,,,,
79.22,0,0,1,1,,,,,,,,,
68.87,0,0,1,1,,,,,,,,,
80.47,0,0,1,1,,,,,,,,,
60.71,0,0,1,1,,,,,,,,,
85,0,0,1,1,,,,,,,,,
69.19,0,0,1,1,,,,,,,,,
74.96,0,0,1,1,,,,,,,,,
60.16,0,0,1,1,,,,,,,,,
61.72,0,0,1,1,,,,,,,,,
87.48,0,0,1,1,,,,,,,,,
56.49,0,0,1,1,,,,,,,,,
81.6,0,0,1,1,,,,,,,,,
65.9,0,0,1,1,,,,,,,,,
64.21,0,0,1,1,,,,,,,,,
51.81,0,0,1,1,,,,,,,,,
58.54,0,0,1,1,,,,,,,,,
72.02,0,0,1,1,,,,,,,,,
73.41,0,0,1,1,,,,,,,,,
67.08,0,0,1,1,,,,,,,,,
89.31,0,0,1,1,,,,,,,,,
54.62,0,0,1,1,,,,,,,,,
74.53,0,0,1,1,,,,,,,,,
74.9,0,0,1,1,,,,,,,,,
89.55,0,0,1,1,,,,,,,,,
72.44,0,0,1,1,,,,,,,,,
73.6,0,0,1,1,,,,,,,,,
82.41,0,0,1,1,,,,,,,,,
73.66,0,0,1,1,,,,,,,,,
88.07,0,0,1,1,,,,,,,,,
84.49,0,0,1,1,,,,,,,,,
68,0,0,1,1,,,,,,,,,
79.44,0,0,1,1,,,,,,,,,
74.24,0,0,1,1,,,,,,,,,
44.46,0,0,1,1,,,,,,,,,
74.27,0,0,1,1,,,,,,,,,
70.61,0,0,1,1,,,,,,,,,
85,0,0,1,1,,,,,,,,,
74.19,0,0,1,1,,,,,,,,,
73.08,0,0,1,1,,,,,,,,,
85,0,0,1,1,,,,,,,,,
53.8,0,0,1,1,,,,,,,,,
57.08,0,0,1,1,,,,,,,,,
68.49,0,0,1,1,,,,,,,,,
61.84,0,0,1,1,,,,,,,,,
56.65,0,0,1,1,,,,,,,,,
49.91,0,0,1,1,,,,,,,,,
53.05,0,0,1,1,,,,,,,,,
62.23,0,0,1,1,,,,,,,,,
74.96,0,0,1,1,,,,,,,,,
71.89,0,0,1,1,,,,,,,,,
74.79,0,0,1,1,,,,,,,,,
84.74,0,0,1,1,,,,,,,,,
84.14,0,0,1,1,,,,,,,,,
50.69,0,0,1,1,,,,,,,,,
80.35,0,0,1,1,,,,,,,,,
74.03,0,0,1,1,,,,,,,,,
63.03,0,0,1,1,,,,,,,,,
71.36,0,0,1,1,,,,,,,,,
52.23,0,0,1,1,,,,,,,,,
74.11,0,0,1,1,,,,,,,,,
60.64,0,0,1,1,,,,,,,,,
82.37,0,0,1,1,,,,,,,,,
87.54,0,0,1,1,,,,,,,,,
77.95,0,0,1,1,,,,,,,,,
60,0,0,1,1,,,,,,,,,
65.51,0,0,1,1,,,,,,,,,
74.25,0,0,1,1,,,,,,,,,
86.93,0,0,1,1,,,,,,,,,
64.18,0,0,1,1,,,,,,,,,
81.02,0,0,1,1,,,,,,,,,
68.26,0,0,1,1,,,,,,,,,
69.91,0,0,1,1,,,,,,,,,
68.92,0,0,1,1,,,,,,,,,
78.63,0,0,1,1,,,,,,,,,
64.47,0,0,1,1,,,,,,,,,
73.28,0,0,1,1,,,,,,,,,
60.82,0,0,1,1,,,,,,,,,
72.05,0,0,1,1,,,,,,,,,
78.25,0,0,1,1,,,,,,,,,
58.8,0,0,1,1,,,,,,,,,
64.02,0,0,1,1,,,,,,,,,
53.57,0,0,1,1,,,,,,,,,
44.35,0,0,1,1,,,,,,,,,
53.07,0,0,1,1,,,,,,,,,
57.63,0,0,1,1,,,,,,,,,
62.06,0,0,1,1,,,,,,,,,
85.12,0,0,1,1,,,,,,,,,
47.71,0,0,1,1,,,,,,,,,
79.11,0,0,1,1,,,,,,,,,
83.19,0,0,1,1,,,,,,,,,
84.99,0,0,1,1,,,,,,,,,
65.25,0,0,1,1,,,,,,,,,
61.36,0,0,1,1,,,,,,,,,
67.74,0,0,1,1,,,,,,,,,
87.68,0,0,1,1,,,,,,,,,
65.29,0,0,1,1,,,,,,,,,
74.87,0,0,1,1,,,,,,,,,
86.25,0,0,1,1,,,,,,,,,
84.49,0,0,1,1,,,,,,,,,
73.65,0,0,1,1,,,,,,,,,
69.54,0,0,1,1,,,,,,,,,
