age,job,marital,education,default,housing,y
44,8,2,4,1,2,1
33,2,2,7,1,2,2
43,11,1,7,0,1,1
39,8,3,4,1,1,1
42,2,2,4,1,1,1
55,2,1,4,0,2,1
56,8,1,4,1,1,1
66,6,1,4,1,0,2
30,8,2,4,1,2,1
34,2,1,7,1,2,1
38,10,2,4,1,2,1
39,1,1,3,1,2,1
27,10,2,4,1,1,1
27,2,2,4,1,1,1
35,1,1,4,0,2,1
35,10,1,6,1,1,1
53,6,1,4,1,2,1
37,5,1,7,1,1,1
33,0,1,0,0,2,1
54,5,3,7,1,2,1
39,8,1,1,1,2,1
45,1,1,2,0,2,1
33,2,1,7,0,2,1
36,7,2,7,1,2,1
27,9,1,4,1,2,1
42,2,2,7,0,2,1
38,5,1,7,1,1,1
44,2,1,7,1,2,1
23,9,2,4,1,1,1
50,1,3,4,0,1,1
54,10,1,4,0,2,1
38,10,3,6,1,1,1
33,1,1,1,1,0,1
31,8,1,1,1,2,1
44,2,1,4,0,1,1
26,2,2,4,1,2,1
35,2,1,7,1,2,1
31,8,3,4,1,2,1
56,2,1,0,1,2,1
37,10,3,6,1,0,1
57,10,1,6,1,2,2
46,4,1,2,1,1,1
49,2,1,1,0,1,1
74,6,1,7,1,2,2
31,1,2,1,0,1,1
38,10,2,6,0,2,1
37,3,1,7,0,2,1
56,2,1,1,1,1,1
35,3,2,7,1,1,1
46,2,1,4,0,1,1
30,1,1,1,1,1,1
40,1,2,1,1,0,1
54,5,2,1,1,2,1
32,1,1,1,1,1,1
34,7,2,7,1,1,1
35,2,1,7,1,2,1
38,1,1,2,0,1,1
42,10,3,4,1,2,1
49,5,3,3,1,1,1
27,9,2,4,1,1,1
52,8,1,4,1,1,1
54,6,1,7,0,1,1
59,10,1,6,1,1,1
48,1,1,1,0,1,1
47,10,1,6,1,1,1
27,8,1,7,1,1,1
41,1,1,3,1,2,1
47,1,1,2,1,0,1
36,8,1,4,1,1,1
40,2,2,7,1,2,1
57,7,1,2,1,2,1
31,11,3,7,1,2,1
65,4,1,2,1,1,1
60,10,1,7,1,2,1
53,8,1,4,0,2,1
81,6,1,2,1,2,2
81,6,1,2,1,2,1
47,1,3,1,0,2,1
60,2,1,7,1,2,2
55,5,3,7,0,1,1
70,6,1,2,0,1,1
32,1,1,6,1,2,1
31,2,1,7,1,2,1
46,2,1,7,1,1,1
36,8,1,4,1,2,1
68,6,1,2,0,2,1
31,10,2,4,1,2,1
52,1,1,1,0,2,1
58,2,3,7,1,2,1
54,1,1,2,0,2,1
40,4,2,7,1,1,1
44,2,1,7,1,2,1
42,10,2,7,1,2,1
30,11,2,4,1,1,1
42,10,2,1,1,2,1
54,10,1,6,1,2,1
29,2,1,7,1,2,1
47,5,1,7,1,2,2
25,2,2,7,1,2,2
43,1,1,2,0,2,1
38,5,1,4,0,1,1
30,1,2,4,1,1,1
56,6,1,2,0,1,1
62,1,1,2,1,2,1
36,2,2,7,1,1,1
33,8,1,4,1,1,1
41,1,3,1,1,1,1
34,4,2,7,1,2,1
58,2,3,4,1,1,1
41,2,3,4,1,1,1
35,3,2,7,1,2,1
31,1,2,1,0,1,1
43,8,1,4,1,1,1
42,10,3,6,1,2,1
47,4,1,2,0,2,1
45,3,3,1,1,2,1
36,2,1,7,0,2,1
32,2,1,7,1,2,1
63,6,1,4,1,1,1
53,4,3,3,0,0,1
30,10,1,7,1,1,1
31,10,2,6,1,2,1
31,2,2,7,1,2,1
30,2,1,3,1,2,1
39,2,1,4,1,2,1
27,9,2,4,1,1,1
58,2,1,4,1,1,1
34,5,2,4,1,2,1
